Genename,baseMean,log2FC,lfcSE,stat,p_value,padj
FNBP4,3428.518773,-0.235629773,0.185693301,-1.268919081,0.204469926,0.802184401
RPL10P16,175.6972311,-0.235678354,0.326153603,-0.722599266,0.469926119,0.915234872
MRC1,669.5697092,-0.235712951,0.505354953,-0.466430476,0.640907401,0.952117488
LINC01983,3.677976581,-0.23571358,1.078017547,-0.218654678,0.826919056,NA
BBC3,818.0068647,-0.235792751,0.359557152,-0.655786571,0.511961458,0.925360927
SESN2,1190.827132,-0.235833655,0.202613121,-1.163960425,0.24444005,0.819892667
PITRM1,4527.410788,-0.235873467,0.217701532,-1.08347178,0.27859907,0.837735553
AMPD3,727.8779605,-0.235900717,0.236347506,-0.998109613,0.318226209,0.859824063
DVL1,3364.118773,-0.236025246,0.285837351,-0.825732693,0.408955742,0.893184634
UBA2,5747.411699,-0.236064357,0.20058694,-1.176868031,0.239248184,0.816382182
MAP6,290.0889388,-0.236074676,0.417324195,-0.565686532,0.571606892,0.939748995
UTP14A,1663.213028,-0.236109299,0.171181594,-1.379291389,0.167804931,0.768957733
GK-AS1,7.485192524,-0.236168366,0.487305378,-0.484641411,0.627930733,0.948260905
EML5,36.68046185,-0.236212019,0.663186055,-0.356177602,0.721707564,0.962495311
PRICKLE3,554.663812,-0.236266771,0.207131555,-1.14066044,0.254011255,0.82649164
CDH11,7966.368995,-0.236334793,0.435804366,-0.542295608,0.587614881,0.943503369
CCT4,10838.63771,-0.236380223,0.24264118,-0.974196644,0.32995891,0.865201703
GAA,10483.33553,-0.236382917,0.29786679,-0.793586009,0.42743648,0.898894671
TPRA1,2268.114225,-0.236407216,0.237302793,-0.996226014,0.319140342,0.860710319
ZNF29P,1.183601752,-0.23647451,0.852184117,-0.277492276,0.781402136,NA
PMM2,1083.999483,-0.236499809,0.266111618,-0.888724102,0.374151374,0.882048342
ARFGEF1,6465.297718,-0.236511182,0.28812897,-0.820851792,0.411730693,0.893910512
WIPF1,4082.226754,-0.236529629,0.304870625,-0.775836076,0.43784578,0.90286839
FXYD6,1150.862829,-0.236619937,0.443852077,-0.533105396,0.593960624,0.944354828
NECAP2,3822.40105,-0.236689176,0.170957026,-1.384495167,0.166206887,0.767952217
CBX3,12931.23173,-0.236698387,0.220444232,-1.07373364,0.28294208,0.841199945
SPG7,3484.504564,-0.236784402,0.217686772,-1.087729863,0.27671438,0.837472348
PARP4,3863.62908,-0.23680718,0.309806009,-0.764372456,0.444645318,0.905019627
Z95624.1,0.561314602,-0.236875326,1.498055098,-0.158121905,0.87436074,NA
TSEN15P1,1.405193063,-0.236901477,0.661555557,-0.35809763,0.720270252,NA
SKIV2L,3594.516473,-0.23692102,0.204973691,-1.155860629,0.247738169,0.822662144
PRDX3P2,3.250593978,-0.236926198,0.619037912,-0.382732936,0.701917791,NA
LGI2,331.6002014,-0.236962723,0.475429726,-0.498417978,0.618189468,0.94685369
LINC02625,0.903013684,-0.237059469,0.93580037,-0.253322692,0.800018862,NA
ZNF273,489.0914725,-0.237158743,0.235850417,-1.005547269,0.3146334,0.857982502
MIS18BP1,1423.823724,-0.237174825,0.244905088,-0.968435677,0.332826829,0.86569552
NRXN1,56.59535751,-0.237196074,0.786897361,-0.301432037,0.763085068,0.970894723
ZSWIM5P3,0.045181798,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
ZNF646P1,0.052705461,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
ZFY-AS1,0.078808089,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
Z99497.1,0.076595309,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
Z84721.2,0.045979986,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
VENTXP7,0.08803628,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
VENTXP5,0.079209929,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
TTTY10,0.071836473,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
TRMT112P5,0.051742671,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
TRIM49,0.054662708,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
TRIAP1P1,0.07321599,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
TRBV8-1,0.051210806,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
TPST2P1,0.047921759,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
TOMM22P4,0.0357069,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
TGFA-IT1,0.059509918,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
SSXP3,0.078796967,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
SNX18P8,0.052830836,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
SNORD114-5,0.15906726,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
SNORD113-7,0.15906726,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
SNORD112,0.059770734,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
SLC5A4P1,0.097340133,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
SLC35G4,0.046464991,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
RPSAP42,0.05642986,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
RPS3AP23,0.08401859,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
RPS26P5,0.15906726,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
RPS20P20,0.07927437,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
RPS15AP3,0.073947389,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
RPL7AP23,0.055756126,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
RPL32P35,0.14058047,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
RPL26P31,0.088659666,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
RPL17P45,0.056336883,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
RPF2P2,0.052793717,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
RPEP1,0.115312974,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
RNY4P20,0.137058795,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
RNY3P9,0.064602741,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
RNY3P2,0.135110171,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
RNVU1-23,0.055199797,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
RNU6ATAC36P,0.045068395,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
RNU6-809P,0.15906726,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
RNU6-716P,0.047032288,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
RNU6-616P,0.053011849,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
RNU6-604P,0.043332403,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
RNU6-562P,0.050604651,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
RNU6-530P,0.086701502,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
RNU6-367P,0.15906726,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
RNU6-291P,0.054688038,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
RNU6-258P,0.111153081,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
RNU6-227P,0.069416635,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
RNU6-1329P,0.053151143,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
RNU6-1292P,0.122340872,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
RNU6-128P,0.111364205,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
RNU6-1256P,0.11770726,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
RNU6-1115P,0.136683568,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
RNU6-1034P,0.041981304,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
RNU4-91P,0.044589493,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
RNU4-58P,0.048725021,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
RNU2-45P,0.07216979,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
RNU1-31P,0.137765958,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
RNU1-18P,0.053598959,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
RNU11-6P,0.050747531,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
RNF10P1,0.061775489,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
RNA5SP99,0.093987441,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
RNA5SP76,0.14257287,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
RNA5SP371,0.089980039,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
RNA5SP337,0.15906726,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
RNA5SP327,0.058973813,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
RNA5SP304,0.092473003,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
RNA5SP269,0.053421889,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
RNA5SP256,0.053600854,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
RNA5SP237,0.073709707,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
RNA5SP138,0.15906726,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
RNA5SP130,0.057015689,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
RN7SL849P,0.044296246,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
RN7SL782P,0.082920481,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
RN7SL468P,0.072848762,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
RN7SL466P,0.047725244,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
RN7SL457P,0.070449116,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
RN7SL39P,0.138296108,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
RN7SL337P,0.048449385,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
RN7SL188P,0.068812146,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
RN7SKP96,0.062152549,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
RN7SKP83,0.082335454,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
RN7SKP79,0.059533182,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
RN7SKP51,0.067655832,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
RN7SKP47,0.055441132,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
RN7SKP29,0.066327227,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
RN7SKP261,0.047617075,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
RN7SKP247,0.050467103,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
RN7SKP202,0.049901335,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
RN7SKP182,0.13328513,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
RN7SKP128,0.115764513,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
RN7SKP125,0.138765358,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
REG3G,0.049173569,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
RARRES2P5,0.059114524,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
PRAMEF14,0.064749983,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
PCNAP1,0.123894299,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
PCDH9-AS2,0.049991865,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
OR7E5P,0.051831861,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
OR7E41P,0.074996887,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
OR5V1,0.097514482,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
OR5BJ1P,0.137437732,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
OR52L2P,0.047755488,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
OR51I2,0.055940249,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
OR2T3,0.062787647,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
OR2T27,0.055830125,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
OR2T12,0.048108229,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
OR2AT4,0.047652189,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
OR2AG1,0.140190397,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
OR13C3,0.046716279,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
OR11K2P,0.04700631,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
OR11H2,0.045940208,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
OR10U1P,0.059856803,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
OR10P1,0.051702312,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
OR10G3,0.065154718,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
OPCML-IT1,0.055561554,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
NPAP1L,0.081052116,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
NIP7P1,0.051585044,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
NENFP2,0.052482177,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
NDUFB8P1,0.044542996,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
NANOGNBP1,0.052207509,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
MTND6P32,0.052375544,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
MTND4P4,0.127964314,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
MTND4P19,0.05073041,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
MTND4P13,0.054160439,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
MTND2P4,0.047627899,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
MTND2P19,0.052956909,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
MTND1P5,0.049957218,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
MTND1P19,0.061892672,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
MTCO3P41,0.054618931,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
MTCO2P31,0.100443138,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
MTCO1P21,0.070825787,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
MTATP6P22,0.10970364,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
MS4A13,0.06972602,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
MRPS36P3,0.134169926,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
MIR6796,0.058797632,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
MIR6792,0.07549463,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
MIR6718,0.047060512,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
MIR652,0.045727476,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
MIR617,0.15906726,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
MIR6131,0.044011572,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
MIR5590,0.074945607,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
MIR548AL,0.055313914,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
MIR4726,0.058573436,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
MIR4711,0.088772684,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
MIR4681,0.113008997,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
MIR4667,0.055619352,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
MIR4457,0.060209433,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
MIR4448,0.051410126,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
MIR4311,0.05157531,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
MIR4300,0.138580316,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
MIR409,0.093698906,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
MIR3713,0.071959216,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
MIR3684,0.048811474,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
MIR3196,0.059986871,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
MIR3154,0.050622455,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
MIR208B,0.050848686,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
MIR1273H,0.039607872,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
MIR1272,0.068483818,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
MBD3L3,0.049792716,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
MAGEB5,0.092944368,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
LSM6P2,0.047932915,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
LRRTM4-AS1,0.096527413,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
LMX1A-AS1,0.117798131,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
LINC02840,0.063294715,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
LINC02750,0.059528427,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
LINC02713,0.059041155,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
LINC02663,0.063277944,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
LINC02628,0.067473104,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
LINC02409,0.05389149,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
LINC02372,0.047467706,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
LINC02353,0.112160063,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
LINC02297,0.057381266,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
LINC02248,0.05223567,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
LINC02053,0.092513474,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
LINC02032,0.061847263,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
LINC01941,0.060634827,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
LINC01692,0.061740999,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
LINC01201,0.062185817,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
LINC01162,0.056619907,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
LINC01072,0.054139169,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
LINC01069,0.04610475,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
LINC00919,0.05241875,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
LINC00700,0.046042383,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
LINC00681,0.059804119,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
LINC00297,0.061654561,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
LCE1D,0.063053726,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
KYNUP2,0.067182287,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
KRTAP4-11,0.049698492,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
KRTAP24-1,0.065179813,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
KRT18P50,0.062178491,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
IGLVVII-41-1,0.062291751,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
IGLVI-42,0.050788716,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
IGKV2D-19,0.062142208,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
IGKV2-14,0.053297733,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
IGHVII-44-2,0.051489672,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
HTATSF1P1,0.057576765,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
HSPE1P21,0.068803401,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
HSPA8P17,0.047183027,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
HMGN1P32,0.059645601,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
HMGB3P20,0.065547936,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
HMGB1P46,0.077765641,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
HAUS6P2,0.045012262,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
GYG1P2,0.053528068,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
GSTA6P,0.054190136,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
GRPEL2P1,0.049024933,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
GCSHP2,0.048294218,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
FTH1P14,0.101214038,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
FRG2LP,0.059467313,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
FP671120.6,0.055052958,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
FLYWCH1P1,0.0550312,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
FDPSP6,0.057966216,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
FAM96AP1,0.120441346,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
FAM24A,0.051249973,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
FABP5P4,0.049015068,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
EXOGP1,0.094321931,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
EXOC7P1,0.047519544,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
DUX4L18,0.06626621,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
DNAJA1P4,0.05175231,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
CYCTP,0.054745558,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
CTAG1A,0.053517347,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
CADM2-AS2,0.053961394,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
BX284668.1,0.045387883,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
BTG3P1,0.088516614,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
BTF3L4P4,0.065165716,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
ATP2B2-IT2,0.140333275,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
ARL2BPP1,0.047088442,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
APOOP1,0.065118471,-0.237214116,5.419028803,-0.043774286,0.965084324,NA
MIR1200,0.093158449,-0.237214117,5.416296052,-0.043796372,0.965066719,NA
LINC02472,0.093375462,-0.237214119,5.414219611,-0.043813169,0.96505333,NA
RN7SL496P,0.095697637,-0.237214133,5.392376786,-0.043990645,0.964911861,NA
RN7SL274P,0.095785167,-0.237214133,5.391566905,-0.043997253,0.964906594,NA
LDHAL6CP,0.095711161,-0.237214133,5.392251776,-0.043991665,0.964911048,NA
ELOCP20,0.095683252,-0.237214133,5.392510123,-0.043989557,0.964912728,NA
RN7SL326P,0.097760626,-0.237214145,5.373529833,-0.044144939,0.964788872,NA
NEUROD6,0.098219941,-0.237214147,5.369401871,-0.044178877,0.964761819,NA
MIR6885,0.099201511,-0.237214153,5.360665778,-0.044250875,0.964704429,NA
RN7SKP1,0.100667606,-0.237214168,5.337501578,-0.044442922,0.964551348,NA
RNA5SP165,0.101814009,-0.237214172,5.329982316,-0.044505621,0.964501372,NA
RN7SL549P,0.102232801,-0.237214174,5.327464935,-0.044526651,0.964484608,NA
RNU6-1281P,0.039400598,-0.237214193,5.297282693,-0.044780354,0.964282385,NA
VN1R64P,0.040603566,-0.237214209,5.271629415,-0.044998271,0.964108687,NA
SLC25A20P1,0.043005645,-0.237214239,5.223193425,-0.045415557,0.963776081,NA
RN7SL371P,0.044311935,-0.237214254,5.198867952,-0.045628059,0.963606705,NA
TXNP3,0.044506826,-0.237214256,5.195242886,-0.045659897,0.963581328,NA
RNU7-55P,0.045053717,-0.237214262,5.185178108,-0.045748527,0.963510685,NA
RNA5SP206,0.045056694,-0.237214262,5.185123759,-0.045749007,0.963510303,NA
OR1D4,0.046093984,-0.237214274,5.166458409,-0.045914291,0.963378564,NA
DRD5P2,0.046247021,-0.237214276,5.163750145,-0.045938372,0.96335937,NA
TRIM53CP,0.046355323,-0.237214277,5.161840459,-0.045955368,0.963345824,NA
BX842559.1,0.046502517,-0.237214278,5.159254124,-0.045978406,0.963327462,NA
TRAV31,0.046962019,-0.237214283,5.151247201,-0.046049874,0.963270499,NA
MTCO1P45,0.047016769,-0.237214284,5.150299863,-0.046058344,0.963263747,NA
TAS2R7,0.047301392,-0.237214287,5.14539763,-0.046102226,0.963228771,NA
RNU6-197P,0.047481364,-0.237214289,5.142317307,-0.046129843,0.96320676,NA
NF1P1,0.047484386,-0.237214289,5.142265713,-0.046130306,0.963206391,NA
RPL36AP6,0.047702066,-0.237214291,5.138560192,-0.046163572,0.963179877,NA
SNORD66,0.048115985,-0.237214295,5.131573426,-0.046226425,0.963129781,NA
LINC02272,0.048583227,-0.2372143,5.123778376,-0.046296753,0.963073728,NA
LINC02123,0.049000458,-0.237214304,5.116898243,-0.046359004,0.963024112,NA
CENPUP1,0.049040014,-0.237214304,5.116249852,-0.046364879,0.963019429,NA
RNU6-63P,0.049134082,-0.237214305,5.114710597,-0.046378832,0.963008308,NA
RN7SL840P,0.049267578,-0.237214307,5.112532641,-0.04639859,0.96299256,NA
CNN3P1,0.049303057,-0.237214307,5.11195507,-0.046403833,0.962988382,NA
RNA5SP227,0.049725536,-0.237214311,5.105118082,-0.046465979,0.962938849,NA
RNU2-14P,0.050096159,-0.237214315,5.099181116,-0.04652008,0.96289573,NA
RN7SKP8,0.050179481,-0.237214315,5.097854106,-0.04653219,0.962886078,NA
LARP1BP3,0.050184704,-0.237214316,5.097771031,-0.046532948,0.962885474,NA
BCAR1P1,0.05018892,-0.237214316,5.097703963,-0.04653356,0.962884986,NA
TEX51,0.050285816,-0.237214317,5.096164684,-0.046547616,0.962873783,NA
FRG2MP,0.050539864,-0.237214319,5.092146847,-0.046584344,0.96284451,NA
LINC00609,0.050660882,-0.23721432,5.090241981,-0.046601777,0.962830616,NA
RPL23AP60,0.050783528,-0.237214321,5.0883174,-0.046619403,0.962816567,NA
RPSAP27,0.050822667,-0.237214322,5.087704477,-0.04662502,0.962812091,NA
CCNB1IP1P3,0.050885437,-0.237214322,5.086722747,-0.046634018,0.962804919,NA
BX470209.2,0.050952109,-0.237214323,5.085681681,-0.046643565,0.96279731,NA
RNY4P23,0.051033226,-0.237214324,5.084417403,-0.046655163,0.962788066,NA
PSMC1P6,0.051112915,-0.237214324,5.083177876,-0.04666654,0.962778998,NA
NPM1P28,0.051130912,-0.237214325,5.082898276,-0.046669107,0.962776952,NA
GEMIN2P2,0.051310198,-0.237214326,5.08011982,-0.046694632,0.962756609,NA
LINC00538,0.051813286,-0.237214331,5.072389038,-0.0467658,0.962699887,NA
HTR5A-AS1,0.051986509,-0.237214332,5.069749335,-0.04679015,0.96268048,NA
VTRNA3-1P,0.052068169,-0.237214333,5.068508829,-0.046801602,0.962671352,NA
BASP1P1,0.052016883,-0.237214333,5.069287624,-0.046794412,0.962677083,NA
RNU6-921P,0.052155375,-0.237214334,5.067186808,-0.046813813,0.96266162,NA
RN7SL183P,0.052579852,-0.237214338,5.060791943,-0.046872968,0.962614473,NA
OR2V1,0.052562994,-0.237214338,5.06104465,-0.046870627,0.962616338,NA
MIR541,0.052658055,-0.237214338,5.059620978,-0.046883816,0.962605827,NA
RNY4P16,0.052709707,-0.237214339,5.058848801,-0.046890972,0.962600123,NA
FABP5P6,0.053096172,-0.237214342,5.053101705,-0.046944304,0.962557618,NA
OR2AJ1,0.053326768,-0.237214344,5.049697892,-0.046975948,0.962532397,NA
LINC01053,0.053354639,-0.237214345,5.049287774,-0.046979763,0.962529356,NA
